,Bastiglia,Bomporto,Campogalliano,Camposanto,Carpi,Castelfranco E.,Castelnuovo R.,Castelvetro,Cavezzo,Concordia,Fanano,Finale Emilia,Fiorano M.,Fiumalbo,Formigine,Frassinoro,Guiglia,Lama Mocogno,Maranello,Marano,Medolla,Mirandola,Modena,Montecreto,Montefiorino,Montese,Nonantola,Novi,Palagano,Pavullo,Pievepelago,Prignano,Polinago,Ravarino,Riolunato,San Cesario S/P,San Felice S/P,San Possidonio,San Prospero,Sassuolo,Savignano S/P,Serramazzoni,Sestola,Soliera,Spilamberto,Vignola,Zocca,Fuori provincia,TOTALE
2021-05-08,2,1,0,0,12,10,2,3,3,0,0,0,2,0,5,0,0,0,7,0,0,5,27,0,0,3,2,3,0,4,0,0,0,0,0,0,0,0,0,11,1,0,1,2,2,3,0,2,113
2021-05-09,0,2,0,0,11,6,0,4,1,0,1,0,2,0,2,0,0,0,2,2,0,5,29,0,0,1,1,1,0,11,0,0,0,1,0,0,2,0,0,3,0,0,0,1,1,6,1,2,98
2021-05-10,0,4,0,0,10,2,1,0,0,0,0,1,0,0,2,0,1,0,1,0,5,0,39,1,0,0,5,3,0,1,0,0,0,1,0,0,0,0,0,9,1,0,0,1,0,3,1,2,94
2021-05-11,0,1,0,0,10,1,0,2,0,1,1,1,1,0,1,0,0,0,5,1,1,1,12,0,0,0,4,1,0,11,0,0,0,0,0,0,0,0,0,4,1,2,0,1,1,2,0,3,69
2021-05-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,13,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28
2021-05-13,0,0,0,0,14,1,4,3,0,1,0,3,1,0,5,0,0,0,1,0,1,2,50,1,0,1,3,1,0,11,0,1,0,0,0,1,1,0,0,6,0,0,0,1,1,2,2,1,119
2021-05-14,0,3,0,0,9,7,1,0,3,5,0,1,3,0,4,0,3,0,0,0,1,2,34,0,0,0,3,3,0,3,0,1,0,1,0,0,2,1,1,10,0,1,0,0,2,1,0,1,106
2021-05-15,1,4,0,0,5,2,0,1,0,1,0,0,4,0,3,0,3,0,1,1,0,1,30,0,0,1,3,2,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,4,2,6,1,3,85
2021-05-16,0,2,0,0,13,5,1,2,0,2,0,2,1,0,3,0,0,0,0,1,0,0,35,0,0,1,2,3,0,1,1,0,0,1,0,0,0,1,0,4,0,0,0,0,4,1,0,2,88
2021-05-17,0,2,0,0,5,3,0,0,0,2,1,0,0,0,11,0,1,0,2,0,0,2,36,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,0,6,1,1,0,0,2,4,0,2,89
2021-05-18,0,0,0,0,4,1,0,1,0,4,0,0,1,0,2,0,0,0,1,0,1,2,19,0,0,0,0,7,1,1,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,2,55
2021-05-19,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,3,0,0,23
2021-05-20,0,0,1,0,18,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,3,0,45,0,2,0,0,2,0,4,0,1,0,2,0,2,0,1,0,8,0,0,0,3,2,2,0,0,108
2021-05-21,0,1,0,0,7,6,1,3,0,0,0,3,0,0,1,0,0,0,0,0,0,1,30,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,3,1,0,0,66
2021-05-22,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,28,0,0,0,2,0,0,1,0,1,0,0,0,1,2,0,0,3,2,2,0,4,0,0,1,4,66
2021-05-23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,1,2,1,18
2021-05-24,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,33,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,1,0,0,2,2,0,0,0,62
2021-05-25,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26
2021-05-26,0,1,0,0,2,1,0,1,0,0,0,0,4,0,3,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22
2021-05-27,0,0,0,1,1,4,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,48
2021-05-28,0,0,0,0,4,2,0,1,0,1,0,0,1,0,1,0,0,0,3,0,1,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,37
2021-05-29,0,1,0,1,5,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,2,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,1,0,47
2021-05-30,0,1,0,0,2,0,0,0,1,2,0,1,1,0,2,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,28
2021-05-31,1,1,0,0,1,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,1,10,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,4,1,0,38
2021-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2021-06-02,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12
2021-06-03,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,21
2021-06-04,0,0,0,1,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,4,1,0,0,36
2021-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,7
2021-06-06,1,0,0,0,2,2,0,0,1,3,0,0,1,0,4,0,0,0,2,1,0,0,7,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30
2021-06-07,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,29
2021-06-08,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,17
2021-06-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,10
2021-06-10,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16
2021-06-11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,15
2021-06-12,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,14
2021-06-13,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
2021-06-14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16
2021-06-15,0,0,0,0,0,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,14
2021-06-16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2021-06-17,0,0,1,0,2,3,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,23
2021-06-18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
2021-06-19,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,18
2021-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021-06-21,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,15
2021-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7
2021-06-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10
2021-06-24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,1,1,0,0,21
2021-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
2021-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,10,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23
2021-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,19
2021-06-28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,15
2021-06-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7
2021-06-30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2021-07-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,15
2021-07-02,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10
2021-07-03,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8
2021-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
2021-07-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6
2021-07-06,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2021-07-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,8
2021-07-09,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15
2021-07-10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2021-07-11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,20
2021-07-12,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22
2021-07-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,10
2021-07-14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,15
2021-07-15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,15
2021-07-16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,20
2021-07-17,0,0,0,0,3,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,28
2021-07-18,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,31
2021-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,1,0,0,0,2,28
2021-07-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15
2021-07-22,0,0,1,0,5,5,2,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,20,0,0,0,4,5,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,1,59
2021-07-23,1,0,0,0,6,8,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,1,0,1,1,0,0,0,50
2021-07-24,2,0,2,0,18,4,0,3,0,0,0,0,1,0,6,0,0,0,2,0,0,0,16,0,0,0,1,4,0,1,0,0,0,3,0,0,0,0,2,2,0,0,0,1,0,0,0,1,69
2021-07-25,1,1,1,0,19,5,1,0,1,1,0,0,1,0,5,0,1,0,1,0,1,0,22,0,0,0,0,6,0,2,0,1,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,2,80
2021-07-26,0,0,1,0,5,6,0,1,1,0,0,0,3,0,4,0,1,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,3,0,2,46
2021-07-27,0,0,1,0,1,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2021-07-28,0,0,0,0,7,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,1,40
2021-07-29,0,0,1,0,12,1,2,2,0,0,0,0,3,0,9,0,0,0,1,0,0,2,22,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,6,2,0,0,5,1,6,0,3,82
2021-07-30,0,1,2,0,5,4,1,5,0,1,0,1,4,0,5,0,1,0,2,2,0,4,25,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,6,2,0,0,1,2,6,0,5,91
2021-07-31,0,1,0,0,20,3,0,0,0,0,0,0,5,0,3,0,0,0,2,1,1,2,7,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,1,2,1,1,1,67
2021-08-01,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,32,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,3,0,0,1,0,3,8,1,4,74
2021-08-02,2,1,6,0,25,1,1,0,0,0,1,0,3,0,5,0,0,0,1,2,0,2,29,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,10,0,2,0,4,1,7,2,1,112
2021-08-03,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,4,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,6,0,0,31
2021-08-04,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,2,2,0,2,20,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,46
2021-08-05,1,3,1,0,10,10,2,4,0,0,1,1,2,0,4,0,1,0,0,1,1,0,29,0,0,1,4,1,0,0,0,1,0,2,0,1,0,0,1,8,3,1,1,5,4,7,0,2,113
2021-08-06,1,0,0,0,13,0,3,1,1,1,2,1,4,0,5,0,2,0,3,1,2,2,17,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,4,2,0,1,3,1,11,2,2,90
2021-08-07,0,0,1,0,18,5,1,4,0,2,4,0,4,0,9,0,0,0,4,0,1,2,13,0,0,1,2,1,0,2,0,2,0,1,0,2,0,0,0,4,4,0,6,2,1,2,0,4,102
2021-08-08,1,0,2,0,5,0,1,6,2,1,7,2,5,0,10,0,1,0,2,0,4,9,24,0,0,0,1,2,0,4,0,1,0,0,1,0,1,1,0,3,2,2,3,3,5,4,0,5,120
2021-08-09,0,4,1,0,17,3,3,2,1,0,1,0,5,1,4,0,0,0,0,3,3,1,16,0,0,1,1,5,0,6,0,0,0,0,0,1,0,0,0,6,0,1,1,2,2,6,1,2,100
2021-08-10,0,1,1,1,3,1,1,3,0,1,2,0,6,0,6,0,2,0,0,0,2,2,19,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,8,2,1,2,0,0,11,1,1,85
2021-08-11,0,0,0,0,5,0,3,2,0,0,1,0,0,0,0,0,1,0,2,0,0,1,7,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,35
2021-08-12,2,5,0,0,17,4,6,2,0,0,2,1,3,0,6,0,0,0,1,2,0,3,18,0,1,1,1,2,0,6,0,0,2,0,0,3,0,1,0,5,1,2,0,2,5,14,1,0,119
2021-08-13,1,0,0,0,5,1,5,4,1,2,2,3,5,0,7,0,1,0,2,1,6,11,30,0,0,1,1,0,0,5,0,0,0,0,0,0,3,0,1,9,1,3,2,1,4,5,1,4,128
2021-08-14,0,0,1,1,25,3,2,2,0,0,0,3,5,0,8,0,0,0,6,0,0,3,20,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,4,2,2,3,9,0,7,1,1,115
2021-08-15,0,0,0,1,2,1,0,0,0,0,0,1,2,3,7,0,0,0,0,0,0,1,23,0,0,0,3,0,0,3,3,0,1,2,0,1,3,2,0,6,3,0,2,3,2,2,0,2,79
2021-08-16,1,6,3,1,15,6,1,1,0,0,2,1,1,1,5,0,0,1,3,2,0,1,18,0,0,0,2,3,0,5,0,0,0,2,1,2,0,0,0,6,1,1,1,7,2,2,2,4,110
2021-08-17,1,0,1,0,6,1,5,1,1,0,3,2,2,0,7,0,1,3,2,0,0,4,18,0,0,0,0,0,0,5,1,2,0,0,0,0,2,0,1,4,4,2,0,1,2,4,0,7,93
2021-08-18,0,0,0,0,8,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,1,1,0,5,42
2021-08-19,0,1,1,0,11,0,1,1,0,0,3,0,5,2,5,0,0,0,1,2,0,1,27,0,0,0,0,1,0,7,0,1,3,0,1,0,0,1,1,4,4,2,2,0,2,2,0,3,95
2021-08-20,1,4,0,1,5,10,2,1,0,1,1,5,2,2,7,0,2,1,4,1,1,4,29,0,0,0,4,2,0,4,0,1,1,0,0,0,1,5,3,4,2,0,1,4,1,2,0,4,123
2021-08-21,0,1,2,0,16,3,1,3,0,0,0,0,1,0,0,0,0,0,4,1,0,0,41,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,5,12,4,0,3,110
2021-08-22,0,0,2,0,6,2,1,2,1,0,0,5,1,1,5,0,2,1,1,0,2,7,8,0,0,0,0,2,2,0,1,0,0,1,0,3,5,1,1,12,1,7,0,0,1,3,0,4,91
2021-08-23,1,1,0,0,12,7,0,0,0,0,2,0,3,1,2,0,0,1,1,1,0,0,31,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,0,4,85
2021-08-24,0,0,1,1,3,0,2,1,0,1,0,0,0,1,1,0,0,0,3,0,2,5,41,0,0,0,0,1,0,0,1,0,1,0,0,0,5,2,2,0,4,1,1,0,1,2,0,2,85
2021-08-25,0,1,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,22,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,44
2021-08-26,0,0,0,0,18,1,0,1,0,0,0,0,4,0,8,0,0,0,2,0,1,1,7,0,0,0,0,1,0,3,0,1,0,0,2,1,0,0,0,3,2,1,1,2,0,0,0,6,66
2021-08-27,1,2,1,0,11,12,2,3,2,0,0,3,2,4,4,0,0,0,4,1,0,3,36,0,0,0,3,1,1,0,0,0,0,1,1,2,5,1,7,9,1,0,0,1,4,8,0,5,141
2021-08-28,0,0,5,0,21,1,0,1,0,0,1,1,1,2,0,0,0,0,2,1,1,0,28,0,0,0,2,0,0,4,0,0,5,2,4,2,2,2,0,5,2,4,1,2,3,4,0,6,115
2021-08-29,0,7,0,5,4,13,0,1,1,0,1,10,7,1,3,0,0,0,0,0,0,5,23,0,0,0,3,2,1,8,0,0,0,2,0,2,1,1,1,1,5,5,0,0,1,12,0,3,129
2021-08-30,1,2,3,0,49,10,1,2,0,0,0,0,4,0,0,0,0,0,5,1,0,1,26,0,0,2,6,1,0,5,2,0,0,6,0,7,0,0,2,8,1,3,0,0,2,4,1,5,160
2021-08-31,0,1,0,0,9,0,2,1,2,2,3,10,10,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,3,1,0,1,0,0,1,4,1,3,2,0,0,0,0,0,5,0,8,100
2021-09-01,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,25
2021-09-02,0,1,1,0,22,7,1,6,0,3,0,0,3,0,3,1,1,0,4,1,0,0,22,0,0,0,6,2,0,1,0,0,4,0,0,0,0,0,0,7,2,1,2,2,2,5,0,6,116
2021-09-03,1,0,1,0,5,2,4,0,3,1,0,9,4,0,2,0,1,0,3,1,0,9,47,0,0,2,1,0,0,5,1,0,1,0,0,0,0,0,2,11,3,0,1,0,1,6,0,3,130
2021-09-04,0,4,2,0,14,3,0,0,0,0,0,3,5,0,1,0,0,0,2,0,0,3,24,0,0,2,0,2,0,2,1,1,0,0,0,0,1,0,0,4,3,0,0,4,3,5,0,1,90
2021-09-05,0,0,0,0,2,6,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,1,26,0,0,0,0,1,0,3,0,0,0,1,0,1,2,0,1,1,4,0,0,1,1,4,0,1,62
2021-09-06,2,2,1,0,22,10,2,0,1,0,1,0,3,0,1,0,0,0,2,0,0,6,55,0,0,1,1,5,0,5,1,0,0,3,0,5,0,0,0,4,2,0,1,1,6,0,0,0,143
2021-09-07,0,0,2,0,5,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,1,0,0,0,2,0,0,2,3,1,5,1,1,0,1,5,2,0,3,64
2021-09-08,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,25
2021-09-09,0,0,0,1,18,2,1,5,1,0,0,1,1,0,1,0,1,0,0,0,2,1,18,0,0,0,0,2,0,15,1,0,0,1,0,0,1,2,1,2,2,3,0,0,0,8,0,3,94
2021-09-10,0,1,0,0,6,5,0,4,0,3,0,1,0,0,3,0,1,0,4,1,3,6,44,0,0,1,1,3,1,1,1,0,0,1,0,1,2,1,1,6,0,0,0,1,3,2,0,6,114
2021-09-11,1,1,2,0,24,6,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,22,0,0,1,2,18,1,5,0,1,0,4,0,0,1,0,0,0,1,0,0,4,0,3,0,5,106
2021-09-12,0,2,1,1,11,3,0,3,3,5,0,2,1,0,2,0,2,0,2,1,0,5,42,0,1,0,0,3,1,5,0,0,0,1,0,0,4,3,1,4,0,2,0,5,0,10,0,1,127
2021-09-13,1,1,0,0,9,7,0,4,1,0,0,0,0,1,3,0,1,1,2,3,0,4,22,0,0,1,1,4,3,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,4,0,3,83
2021-09-14,1,0,1,0,2,0,2,2,0,0,0,1,2,0,1,0,5,0,0,0,0,5,24,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,1,4,0,0,0,0,3,7,1,0,70
